participant_id,age,gender,ethnicity,native_language,highest_education,online_tests_taken_last_3_years,motivational_message_id,concept,theory,time_spent_on_message,word_creation_skill_level,cheating_rate_practice_round,total_words_practice_round,cheating_rate_main_round,total_words_main_round,cheating_lying_rate,performance_score_excluding_cheated_words,performance_score_including_cheated_words,used_external_resources,confessed_words_count,cheating_main_round,has_page_left,total_time_page_left,has_mouse_inactivity,total_time_mouse_inactivity,valid_7_letter_words,valid_8_letter_words,usability,task_engagement,task_satisfaction,message_understanding,PME_on_honest_task_completion,PME_on_task_performance,PME_on_task_experience,autonomy_need_satisfaction,autonomy_need_frustration,competence_need_satisfaction,competence_need_frustration,relatedness_need_satisfaction,relatedness_need_frustration,overall_need_satisfaction,overall_need_frustration,performance_accomplishments,vicarious_experience,verbal_persuasion,emotional_arousal,task_specific_self_efficacy,injunctive_norms,descriptive_norms,reference_group_identification,social_sanctions,norm_perception,cognitive_discomfort,moral_disengagement,message_comprehend,message_confidence,message_attitude,message_impact,message_persistence,message_suggestion,feedback
p_576,23.0,Male,Asian / Pacific Islander,english,student (BSc),3.0,competence_2,competence,Self-Determination Theory,13.83,4,0.0,2,1.0,6,0.83,0,30,True,1,True,1,12.55,1,6.02,3.0,0.0,6.0,5.25,6.2,6.0,5.67,5.6,5.33,5.0,6.0,5.0,5.5,4.5,6.0,4.83,5.83,5.0,5.0,4.0,6.0,5.0,5.5,5.0,6.0,4.5,5.25,2.0,4.33,"it was like the challenge, how it went. thinking about how you feel during challenges, and if i rememer doing a difficult challenge before",2.0,"felt a little confused at first, but i guess the lesson loops round at the end of the task","none to be honest, i continued the task",thinking about previously difficult challenges i have done before,good luck guys and have fun! or maybe tell a silly joke.,"it was very cool, you guys did a good job, thanks alot :) have a great day"
p_577,31.0,Male,White or Caucasian,"English, Welsh.",Bachelor’s degree,1.0,emotional_arousal_2,emotional_arousal,Self-Efficacy Theory,13.44,6,1.0,3,0.0,1,0.0,2,2,False,0,False,0,0.0,1,0.57,0.0,0.0,7.0,4.62,6.0,5.0,3.0,3.6,3.67,5.5,3.5,2.0,5.5,4.0,3.5,3.83,4.17,3.0,3.0,3.0,3.5,3.12,3.5,4.0,4.0,4.0,3.88,2.89,4.83,something to do with focus and attention,1.0,Calm,No difference in approach,"No, I forgot about the message trying to think of word combinations",More emphasis on experiencing enjoyment,"The task was good, I struggled to remember the exact contents of the message. It should have some indication that it is important or have a way to make the participant remember. When trying so many combinations of words and struggling, it takes you further and further away from the memory of the message."
p_578,34.0,Male,White or Caucasian,English,"Some college credit, no degree",500.0,descriptive_norms_2,descriptive_norms,Social Norms Theory,14.27,4,0.0,4,0.0,8,0.0,20,20,False,0,False,0,0.0,0,0.0,1.0,0.0,6.67,5.25,5.6,3.33,3.67,4.6,5.0,6.0,2.0,5.0,3.0,4.0,1.5,5.0,2.17,2.5,3.0,2.0,2.5,2.5,4.5,4.5,2.5,2.5,3.5,1.33,4.5,If I would make the same decisions as people in my community or family members,3.0,Just made me think of being responsible for my own decisions,I don't think it had any influence on the challenge,Honestly nothing at all,Try to be a good person to other people,
p_580,22.0,Female,Asian / Pacific Islander,English and Cantonese,Bachelor’s degree,20.0,verbal_persuasion_2,verbal_persuasion,Self-Efficacy Theory,14.56,6,0.0,4,0.0,8,0.0,34,34,False,0,False,0,0.0,0,0.0,1.0,1.0,7.0,5.75,6.0,6.0,4.33,5.8,6.0,6.0,4.0,5.5,3.0,4.0,3.0,5.17,3.33,5.0,5.0,5.0,5.0,5.0,5.5,5.0,3.0,4.0,4.38,2.0,3.33,me being capable of succeeding in the task,4.0,Motivation and positive emotions,It did not influence the way I approached the task,Just that I was capable and to remember that,I think I would emphasise the 'you can do it' message,Very interesting and fun!
p_581,28.0,Male,White or Caucasian,Polish,Bachelor’s degree,200.0,dissonance_reduction_1,dissonance_reduction,Cognitive Dissonance Theory,13.09,6,1.0,1,1.0,9,1.0,0,36,False,0,True,0,0.0,1,40.9,2.0,2.0,7.0,5.38,7.0,5.67,3.0,6.8,7.0,7.0,3.5,7.0,1.0,6.5,1.0,6.83,1.83,6.0,7.0,6.5,6.0,6.38,6.5,7.0,7.0,6.5,6.75,1.22,5.67,that I was doing great,4.0,I was happy,It made me more willing to do the task better,I think that yes,That you should keep going,
p_582,25.0,Female,White or Caucasian,english,Master’s degree,1.0,cognitive_inconsistency_3,cognitive_inconsistency,Cognitive Dissonance Theory,14.68,4,0.0,2,0.0,8,0.0,20,20,False,0,False,0,0.0,0,0.0,1.0,0.0,6.0,4.38,6.2,3.33,1.67,2.8,2.67,6.5,6.5,5.0,3.0,3.5,2.0,5.0,3.83,3.0,2.0,3.5,2.5,2.75,5.0,4.0,2.5,3.5,3.75,1.89,3.83,putting your mind to the challenge,1.0,neutral,did not affect me,nothing,making sure to think outside the box and try everything they can,I thought it was a very fun study but was difficult to move the letters around
p_583,36.0,Female,White or Caucasian,English,Master’s degree,300.0,dissonance_arousal_2,dissonance_arousal,Cognitive Dissonance Theory,13.66,2,0.0,4,0.0,6,0.0,6,6,False,0,False,0,0.0,0,0.0,0.0,0.0,7.0,6.0,6.2,3.33,4.0,3.6,2.0,3.5,5.0,3.0,5.0,4.5,4.0,3.67,4.67,2.0,1.5,1.0,2.5,1.75,2.5,2.0,3.0,2.5,2.5,1.33,4.83,Something to do with self doubt holding me back,2.0,Confusion,It made me question why it had said that which threw me off a little in the main challenge,Something about doubting myself,good luck,It was fun but challenging and I was confused by the message
p_584,28.0,Female,White or Caucasian,English,"Some college credit, no degree",0.0,control,control,No Theory,13.45,7,1.0,3,1.0,6,1.0,0,44,False,0,True,0,0.0,1,6.77,2.0,4.0,7.0,4.75,4.6,5.0,2.0,2.0,4.33,4.0,3.0,4.0,3.0,3.0,4.0,3.67,3.33,3.5,3.5,3.5,4.0,3.62,4.0,3.5,3.0,3.0,3.38,2.78,4.0,my participation.,2.0,Neutral,It didn't,No,The message was pointless as it didn't make a difference for me so I'd say to skip it.,No comments
p_585,28.0,Male,White or Caucasian,British,"Some high school, no diploma",10.0,descriptive_norms_1,descriptive_norms,Social Norms Theory,44.38,3,0.0,0,0.0,7,0.0,8,8,False,0,False,1,30.46,0,0.0,0.0,0.0,5.0,5.62,4.8,4.0,2.0,3.8,4.0,6.0,4.0,4.5,6.0,4.0,4.5,4.83,4.83,6.0,3.0,4.0,5.5,4.62,6.5,5.0,5.0,5.5,5.5,4.11,5.83,I can't remember,1.0,Calm,No ways,No,No message needed,Fun
p_586,28.0,Female,White or Caucasian,english,"High school graduate, diploma or the equivalent (for example: GED)",100.0,injunctive_norms_2,injunctive_norms,Social Norms Theory,12.34,4,0.0,2,0.0,7,0.0,12,12,False,0,False,0,0.0,0,0.0,0.0,0.0,7.0,5.62,7.0,2.67,1.0,1.6,4.0,4.0,3.5,5.5,5.5,5.0,3.0,4.83,4.0,5.5,5.5,5.5,6.0,5.62,5.0,5.5,4.5,5.0,5.0,1.89,7.0,Not thinking about what others thing,2.0,eager,no,no,i am not sure,
p_587,29.0,Male,White or Caucasian,english,"High school graduate, diploma or the equivalent (for example: GED)",5.0,autonomy_1,autonomy,Self-Determination Theory,15.18,3,0.0,3,0.0,8,0.0,22,22,False,0,False,0,0.0,0,0.0,1.0,0.0,6.0,7.0,7.0,3.67,1.67,3.0,4.67,5.5,3.5,4.0,3.5,5.0,3.0,4.83,3.33,4.0,3.5,3.0,3.5,3.5,4.0,4.0,3.0,3.5,3.62,2.22,4.0,you are in control of what you do,1.0,none,it didnt,no,think about words you know,it was fun but i didnt get many words
p_588,22.0,Male,White or Caucasian,English,"Some college credit, no degree",25.0,autonomy_2,autonomy,Self-Determination Theory,12.69,6,0.0,6,0.0,7,0.0,22,22,False,0,False,0,0.0,0,0.0,1.0,0.0,5.67,5.38,5.0,3.67,3.0,3.8,4.0,5.0,2.5,5.5,2.0,2.5,4.0,4.33,2.83,5.0,4.0,4.5,4.0,4.38,5.0,4.0,2.0,2.5,3.38,1.78,4.67,individuality and being able to perform well by yourself,2.0,It was an interesting choice of words and way to start the challenge,"it didn't really have much influence, maybe it motivated me a tiny bit to do better","To be honest, I can't really remember all of the details because I was so engaged in the game.",I would emphasize the competitive nature and encourage resilience.,"It was a fun study and took interesting directions. I would quite like to visit Luxembourg some day, seems like a nice place."
p_589,22.0,Male,White or Caucasian,English,"High school graduate, diploma or the equivalent (for example: GED)",0.0,emotional_arousal_2,emotional_arousal,Self-Efficacy Theory,13.46,7,0.67,3,0.91,11,1.0,2,36,False,0,True,0,0.0,1,33.58,1.0,0.0,6.67,4.5,6.2,4.33,3.33,4.2,5.0,5.5,2.0,5.5,5.0,3.5,3.5,4.83,3.5,4.5,4.5,6.5,4.5,5.0,5.0,2.5,3.5,2.0,3.25,1.11,4.0,A motivational pep talk about having energy.,3.0,It made me feel better about myself going into the word challenge.,It increased my confidence going into the word challenge and make me think I would do successfully (and better than I did in the practice session).,I don't think so - I was very focused on the creation of words during the challenge.,"I'm not sure, just maybe to try your best.",I really enjoyed this study - I enjoyed the word-building part more than the questionnaire and that is simply because word games and tasks are very much my type of thing. I had lots of fun building the words. Thanks for the study!
p_590,29.0,Male,Black or African American,English,Some university,20.0,descriptive_norms_3,descriptive_norms,Social Norms Theory,24.4,6,0.0,4,0.0,6,0.0,26,26,False,0,False,0,0.0,0,0.0,0.0,1.0,7.0,6.62,7.0,4.0,2.67,4.4,4.67,4.5,5.5,3.5,4.5,4.0,2.0,4.0,4.0,3.0,4.0,3.0,5.0,3.75,4.5,5.0,2.0,2.5,3.5,1.33,3.67,Slowing down and being aware of what you are doing.,2.0,I wondered mostly why did it come. Confused emotions came through.,It did not influence my thinking or approach towards the challenge.,"Not really, outside of being calm.",I would emphasize probably about being calm and avoid looking at the timer.,"The study was great, I enjoyed it. I didn't expect it to be drag and drop for the word creation. It was something new. Thank you very much for the study and good luck in your research."
p_591,35.0,Male,White or Caucasian,English,Bachelor’s degree,5.0,social_sanctions_1,social_sanctions,Social Norms Theory,13.9,9,1.0,2,0.75,4,0.0,0,20,True,4,True,1,53.74,1,2.13,1.0,1.0,7.0,5.38,7.0,5.0,3.33,4.4,4.67,7.0,1.0,6.0,1.5,5.0,3.5,6.0,2.0,6.0,4.0,4.5,4.5,4.75,4.0,5.0,4.0,5.0,4.5,1.56,6.17,Something about other people noticing how good i'd be?,1.0,That the researcher wanted me to do well.,I don't think it did. I had an idea in my head already.,"No, I barely remembered it.",I'd tell them to go for big words since the bigger the words the more points.,It was a fun study.
p_592,33.0,Male,White or Caucasian,English,Bachelor’s degree,2.0,performance_accomplishments_1,performance_accomplishments,Self-Efficacy Theory,14.55,3,1.0,4,1.0,7,0.71,0,36,True,2,True,1,18.65,0,0.0,1.0,2.0,7.0,6.75,7.0,5.67,4.67,6.0,5.67,7.0,1.0,6.0,1.0,5.0,1.0,6.0,1.0,6.0,7.0,5.5,5.0,5.88,7.0,5.5,4.0,1.0,4.38,1.0,3.0,Using a memory of a challenge I had to overcome in the past as motivation with the game,3.0,Focus and motivation,"It made me realise that if I took my time and really concentrated, I could create long words from the letters","not especially no, it was more the overall feel of the message","Breathe, take your time and visualise the letters",The study was a lot of fun and the right amount of challenging to make the time pass incredibly quickly.
p_593,24.0,Male,Asian / Pacific Islander,English,Bachelor’s degree,1000.0,dissonance_arousal_3,dissonance_arousal,Cognitive Dissonance Theory,18.2,6,0.0,5,0.22,9,1.0,12,20,False,0,True,0,0.0,1,7.84,0.0,0.0,6.0,4.5,5.2,3.0,2.0,2.6,2.0,6.0,2.5,5.5,2.5,4.5,4.5,5.33,3.17,4.5,3.0,3.0,3.0,3.38,3.0,4.0,2.0,2.0,2.75,2.33,6.0,Being detached from the outside world. Feeling like a failure,2.0,"Shock, surprise",It didn't,,Unsure,
p_594,31.0,Male,Black or African American,English,Master’s degree,7.0,injunctive_norms_2,injunctive_norms,Social Norms Theory,24.25,6,0.0,2,0.4,5,1.0,10,14,False,0,True,0,0.0,1,7.75,0.0,0.0,6.33,4.5,5.0,6.33,4.33,5.4,5.0,6.0,4.0,5.5,2.0,5.0,4.0,5.5,3.33,5.5,4.5,5.5,4.5,5.0,5.0,3.5,5.0,3.5,4.25,2.11,5.0,instructions on the task,4.0,I was a bit curious,It helped me navigate the interface and execute the task to the best of my ability,Not really,I will emphasise on the limited time given,
p_595,24.0,Female,White or Caucasian,English,Bachelor’s degree,20.0,control,control,No Theory,12.42,4,0.0,0,0.0,6,0.0,20,20,False,0,False,0,0.0,0,0.0,1.0,0.0,6.0,5.12,6.6,4.67,4.0,4.0,4.67,4.0,4.0,4.5,4.5,4.0,4.5,4.17,4.33,5.0,4.5,5.0,5.0,4.88,5.0,4.0,4.0,4.0,4.25,1.89,3.0,Make words with more than 5 letters in,4.0,Neutral feelings,no,no,no,
p_596,35.0,Female,Black or African American,English,"Some college credit, no degree",30.0,social_sanctions_3,social_sanctions,Social Norms Theory,23.95,7,0.0,2,1.0,8,1.0,0,30,False,0,True,0,0.0,1,3.35,2.0,0.0,6.67,4.75,5.6,3.67,3.0,3.4,4.67,5.5,1.5,5.0,2.0,4.0,3.0,4.83,2.17,4.0,2.0,3.0,3.0,3.0,6.0,6.0,2.0,4.0,4.5,1.33,4.67,Owning up to mistakes. Other people would be more willing to work with you if you own up to mistakes as it makes you appear more honest,2.0,I was wondering how it was related to the task,none at all,no,nothing,
p_597,25.0,Male,White or Caucasian,"Polish, English since age 6",Master’s degree,50.0,descriptive_norms_2,descriptive_norms,Social Norms Theory,19.64,4,0.0,1,0.0,2,0.0,8,8,False,0,False,0,0.0,0,0.0,0.0,0.0,6.67,6.0,5.6,3.0,3.0,4.0,4.0,3.5,3.5,2.0,5.5,3.5,3.5,3.0,4.17,3.0,2.0,3.0,4.0,3.0,3.5,4.5,2.5,3.5,3.5,2.56,4.33,"People in my community, and how they would react",3.0,"Empathy, confusion",no influence,I didn't think back to any aspects of it during the challenge,Something regarding being your own person? not sure,How social comparison (the message) affected performance in the task
p_598,33.0,Male,White or Caucasian,English,"High school graduate, diploma or the equivalent (for example: GED)",10.0,social_sanctions_3,social_sanctions,Social Norms Theory,15.75,8,0.0,2,0.0,6,0.0,24,24,False,0,False,0,0.0,0,0.0,1.0,0.0,6.33,4.62,6.2,3.33,2.0,2.2,4.0,5.5,2.5,6.0,2.0,4.5,3.0,5.33,2.5,3.5,3.0,4.0,4.0,3.62,4.5,4.0,3.5,4.0,4.0,2.11,2.67,Working together with people,2.0,I wondered how it was relevant,It didn't influence me,No I was too focused on the word challenge,To relax and clear your mind,
p_599,32.0,Male,White or Caucasian,English,"Some high school, no diploma",4.0,descriptive_norms_1,descriptive_norms,Social Norms Theory,12.32,6,0.0,4,0.0,3,0.0,14,14,False,0,False,0,0.0,0,0.0,0.0,1.0,6.0,5.62,5.8,3.0,5.0,3.8,3.67,5.0,5.0,5.0,5.0,3.0,5.5,4.33,5.17,5.5,5.0,5.5,4.0,5.0,4.5,4.0,3.5,4.0,4.0,4.0,5.17,I can't remember,1.0,Confused,It didnt,No,Im not sure,
p_600,29.0,Female,White or Caucasian,English,Doctorate degree,10.0,verbal_persuasion_1,verbal_persuasion,Self-Efficacy Theory,15.04,3,0.0,6,0.0,7,0.0,18,18,False,0,False,0,0.0,0,0.0,1.0,0.0,6.33,5.88,7.0,7.0,6.0,6.4,7.0,6.0,2.0,5.5,3.5,4.5,1.5,5.33,2.33,6.0,6.0,6.0,6.0,6.0,6.5,4.5,2.0,1.5,3.62,1.0,1.0,How great I was doing on the practice and that I would be really well at the main challenge if I put my mind to it.,5.0,"It was nice, I don't think I did particularly well in the practice but it was nice to read anyway",It made me more positive about the challenge,The positivity and can-do attitude stuck with me,I think it was pretty spot on - I don't think anything would need adding,
p_601,33.0,Female,White or Caucasian,Bulgarian,Bachelor’s degree,0.0,verbal_persuasion_1,verbal_persuasion,Self-Efficacy Theory,13.82,1,0.0,3,0.0,3,0.0,6,6,False,0,False,0,0.0,0,0.0,0.0,0.0,6.33,3.62,6.4,7.0,3.0,4.6,5.67,6.5,2.0,1.5,7.0,4.5,1.5,4.17,3.5,2.5,5.0,4.0,5.0,4.12,4.5,4.0,5.5,7.0,5.25,1.11,2.67,encouragement,2.0,neutral,it made me determent to win,no,i would emphasize to people to have fun and enjoy themselves,I liked it
p_602,25.0,Male,White or Caucasian,English,"High school graduate, diploma or the equivalent (for example: GED)",20.0,relatedness_2,relatedness,Self-Determination Theory,15.39,4,0.0,1,0.0,4,0.0,0,0,False,0,False,0,0.0,1,3.04,0.0,0.0,4.0,4.5,5.0,2.67,2.0,1.8,2.33,6.0,2.0,3.5,6.0,4.0,2.0,4.5,3.33,1.5,2.0,2.0,5.5,2.75,3.0,5.5,4.5,5.5,4.62,2.22,3.67,The messege was bout how puzzle solving is peacefull,1.0,Confused,i did not influance the word creation challenge for me,none,make it more relevent to the challenge,
p_603,23.0,Female,White or Caucasian,english,Bachelor’s degree,5.0,relatedness_3,relatedness,Self-Determination Theory,16.55,2,0.0,4,0.0,8,0.0,24,24,False,0,False,0,0.0,0,0.0,1.0,0.0,6.0,6.0,5.2,2.33,2.67,4.6,3.0,5.5,4.0,4.5,5.5,4.0,4.0,4.67,4.5,3.5,3.0,3.0,3.0,3.12,5.0,4.5,3.5,5.5,4.62,2.0,5.0,being in the company of family and loved ones and how it encourages you to be more open,2.0,relaxation,none,i tried to stay relaxed and open minded,about relaxing the mind and letting ideas come to you naturally,
p_604,19.0,Female,White or Caucasian,English,"High school graduate, diploma or the equivalent (for example: GED)",5.0,control,control,No Theory,18.68,6,0.83,6,1.0,9,1.0,0,34,False,0,True,0,0.0,1,22.25,1.0,0.0,7.0,4.88,5.4,5.0,3.67,4.8,4.33,5.0,4.0,4.5,3.0,4.0,4.5,4.5,3.83,5.0,4.0,4.5,4.0,4.38,4.5,4.5,4.0,3.5,4.12,2.0,4.0,tick the box below after you have finished reading this message,3.0,indifference,it didnt,no,uncertain,
p_605,35.0,Male,White or Caucasian,English,"High school graduate, diploma or the equivalent (for example: GED)",5.0,injunctive_norms_3,injunctive_norms,Social Norms Theory,29.11,5,0.0,2,0.0,3,0.0,4,4,False,0,False,0,0.0,1,0.76,0.0,0.0,6.33,4.75,5.4,3.33,1.67,3.2,4.0,5.0,3.5,2.5,6.5,5.0,2.5,4.17,4.17,3.0,2.0,2.0,2.0,2.25,4.0,5.0,6.0,5.0,5.0,1.89,5.17,delivering work to be proud of,3.0,Confusion,I don't think it did,,Unsure,"I was very confident going into the challenge, but it was far harder than I was anticipating, and I did terribly."
p_606,35.0,Female,White or Caucasian,english,Bachelor’s degree,2.0,performance_accomplishments_3,performance_accomplishments,Self-Efficacy Theory,13.68,6,0.0,3,0.0,5,0.0,20,20,False,0,False,0,0.0,0,0.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.5,4.0,4.0,4.0,4.0,4.0,4.17,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,something magnifiant happening magical,3.0,thought it was sweet,no,just that it was kind and magical,something similar,interesting
p_607,25.0,Male,White or Caucasian,english,Bachelor’s degree,5.0,relatedness_2,relatedness,Self-Determination Theory,22.55,9,1.0,2,0.0,3,0.0,0,10,True,3,True,0,0.0,1,0.05,0.0,0.0,7.0,6.0,6.0,7.0,6.0,6.2,7.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,5.0,6.0,6.5,6.5,6.0,6.25,5.5,5.5,5.5,6.0,5.62,1.22,5.5,how i feel when I know I'm cared about and have people that love me,4.0,feeling loved,not really,no,honesty and trust among peers,
p_608,,,,,,,vicarious_experience_1,vicarious_experience,Self-Efficacy Theory,13.87,8,0.0,3,0.0,8,0.0,16,16,False,0,False,1,56.39,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p_609,26.0,Female,White or Caucasian,English,Master’s degree,20.0,reference_group_identification_3,reference_group_identification,Social Norms Theory,97.53,3,0.0,0,0.0,3,0.0,10,10,False,0,False,1,13.78,0,0.0,0.0,0.0,5.33,6.0,5.4,5.33,4.33,4.6,5.0,5.5,3.5,3.0,5.5,5.5,3.0,4.67,4.0,4.5,3.5,3.5,4.5,4.0,5.5,5.5,5.0,4.0,5.0,1.56,4.67,Being in a creative team,2.0,Motivation to complete the task well,"I approached it with more curiosity, and tried to be more creative with my answers.","Not particularly, other than being in a creative team and not wanting to let people down.",The importance of giving it your best go.,I found it hard to drag and drop the letters at time - but the practice task helped reduce this.
p_610,27.0,Male,Asian / Pacific Islander,English,Bachelor’s degree,10.0,control,control,No Theory,17.48,7,0.0,4,1.0,7,1.0,0,30,False,0,True,0,0.0,1,4.9,2.0,1.0,6.33,5.5,5.6,3.33,3.67,4.4,4.0,6.0,4.0,5.0,2.5,3.5,3.0,4.83,3.17,4.0,4.5,3.5,5.5,4.38,5.0,3.0,2.5,3.0,3.38,2.33,3.5,pressing a certain button when it appeared.,2.0,confustion,not particularly,no (focused on the game completely),unsure,No issues.
p_611,27.0,Male,White or Caucasian,English,Master’s degree,40.0,reference_group_identification_1,reference_group_identification,Social Norms Theory,13.23,9,1.0,4,1.0,11,1.0,0,40,False,0,True,1,15.01,0,0.0,0.0,1.0,7.0,5.5,6.2,4.0,2.0,3.6,3.33,5.5,2.0,6.0,2.0,3.0,3.5,4.83,2.5,6.5,3.0,5.5,3.0,4.5,4.0,4.5,3.0,3.5,3.75,2.0,5.0,being part of the community and that I had a chance to be part of the community.,4.0,None really,It didn't,no,I'm not sure,
p_612,28.0,Female,White or Caucasian,English,Master’s degree,0.0,descriptive_norms_3,descriptive_norms,Social Norms Theory,16.82,7,0.0,2,0.0,5,0.0,12,12,False,0,False,0,0.0,1,3.94,0.0,0.0,7.0,5.12,6.6,5.67,4.0,6.0,7.0,6.0,1.0,5.5,1.0,6.0,1.0,5.83,1.0,5.5,6.0,4.0,4.5,5.0,6.0,4.0,3.5,2.0,3.88,1.11,2.5,finding a method that worked for you regardless of what other people do,4.0,I tried to think about how I would tackle the challenge,I tried to think about it methodically,I will do the challenge in the best way for me,"as long as you do the challenge, however you get to the end point doesn't matter",
p_613,33.0,Male,White or Caucasian,English,"High school graduate, diploma or the equivalent (for example: GED)",10.0,dissonance_reduction_3,dissonance_reduction,Cognitive Dissonance Theory,12.53,5,0.0,4,1.0,9,1.0,0,44,False,0,True,0,0.0,1,5.62,1.0,2.0,7.0,5.75,6.0,4.0,3.0,4.0,3.67,5.5,5.5,5.5,4.5,5.5,4.5,5.5,4.83,5.5,5.5,5.5,6.0,5.62,5.5,5.5,5.0,5.5,5.38,1.44,5.17,the creation of the game,1.0,Excitement,No influence,,How fun words are,
p_614,27.0,Female,White or Caucasian,English,Trade/technical/vocational training,0.0,dissonance_reduction_1,dissonance_reduction,Cognitive Dissonance Theory,35.3,5,0.0,5,0.0,7,0.0,22,22,False,0,False,0,0.0,0,0.0,0.0,0.0,6.0,5.88,6.4,2.0,1.0,2.8,1.67,6.0,1.5,3.5,1.5,2.5,5.0,4.0,2.67,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0,1.0,1.75,1.0,4.33,the message talked about uncertainty about whether my actions aligned with my values and beliefs,2.0,I found the message confusing and I found myself wondering how it related to the task,the message had no effect on how I approached the challenge,"no, during the challenge, my focus was solely on the challenge and during that time I forgot about the message",I'd maybe include advice for managing the time pressure during the task as I think that's a big part of what makes it challenging,
